date,session_key,meeting_key,driver_number,pit_duration,lap_number
2023-09-17T13:21:52.432000+00:00,9165,1219,14,52.7,44.0
2023-09-24T05:07:12.968000+00:00,9173,1220,31,27.0,1.0
2023-09-24T05:07:15.655000+00:00,9173,1220,24,41.0,1.0
2023-09-24T05:07:19.952000+00:00,9173,1220,23,50.1,1.0
2023-09-24T05:07:54.608000+00:00,9173,1220,77,55.8,1.0
2023-09-24T05:09:29.028000+00:00,9173,1220,11,32.4,2.0
2023-09-24T05:09:44.387000+00:00,9173,1220,2,32.7,2.0
2023-09-24T05:17:08.457000+00:00,9173,1220,2,43.8,5.0
2023-09-24T05:19:22.908000+00:00,9173,1220,77,53.5,6.0
2023-09-24T05:21:42.405000+00:00,9173,1220,27,23.5,8.0
2023-09-24T05:23:20.388000+00:00,9173,1220,22,22.9,9.0
2023-09-24T05:24:59.089000+00:00,9173,1220,40,23.1,10.0
2023-09-24T05:25:09.105000+00:00,9173,1220,24,24.0,10.0
2023-09-24T05:26:35.525000+00:00,9173,1220,14,24.0,11.0
2023-09-24T05:28:47.742000+00:00,9173,1220,20,23.8,12.0
2023-09-24T05:29:04.194000+00:00,9173,1220,11,41.4,12.0
2023-09-24T05:29:49.553000+00:00,9173,1220,81,24.4,13.0
2023-09-24T05:30:50.864000+00:00,9173,1220,23,52.1,13.0
2023-09-24T05:32:01.707000+00:00,9173,1220,18,23.4,14.0
2023-09-24T05:34:56.563000+00:00,9173,1220,1,24.3,16.0
2023-09-24T05:35:14.813000+00:00,9173,1220,44,24.8,16.0
2023-09-24T05:36:44.936000+00:00,9173,1220,4,23.5,17.0
2023-09-24T05:36:47.342000+00:00,9173,1220,16,23.1,17.0
2023-09-24T05:38:27.966000+00:00,9173,1220,55,23.0,18.0
2023-09-24T05:38:45.809000+00:00,9173,1220,10,24.4,18.0
2023-09-24T05:44:03.803000+00:00,9173,1220,27,23.6,21.0
2023-09-24T05:44:51.896000+00:00,9173,1220,2,35.1,21.0
2023-09-24T05:48:30.017000+00:00,9173,1220,63,24.0,24.0
2023-09-24T05:50:32.297000+00:00,9173,1220,14,24.2,25.0
2023-09-24T05:50:44.796000+00:00,9173,1220,40,23.6,25.0
2023-09-24T05:55:32.932000+00:00,9173,1220,31,23.7,28.0
2023-09-24T05:57:30.867000+00:00,9173,1220,24,24.1,29.0
2023-09-24T05:59:05.413000+00:00,9173,1220,22,23.3,30.0
2023-09-24T06:01:03.864000+00:00,9173,1220,20,23.8,31.0
2023-09-24T06:05:01.859000+00:00,9173,1220,16,22.9,34.0
2023-09-24T06:05:07.953000+00:00,9173,1220,44,23.6,34.0
2023-09-24T06:05:29.046000+00:00,9173,1220,10,24.6,34.0
2023-09-24T06:06:35.420000+00:00,9173,1220,81,23.1,35.0
2023-09-24T06:08:07.059000+00:00,9173,1220,4,23.1,36.0
2023-09-24T06:09:30.183000+00:00,9173,1220,1,23.6,37.0
2023-09-24T06:10:47.666000+00:00,9173,1220,27,23.3,37.0
2023-09-24T06:11:39.493000+00:00,9173,1220,55,23.3,38.0
2023-09-24T06:13:16.726000+00:00,9173,1220,11,2485.9,13.0
2023-09-24T06:15:30.208000+00:00,9173,1220,11,30.6,14.0
2023-10-08T17:06:26.461000+00:00,9221,1221,63,39.6,1.0
2023-10-08T17:10:53.223000+00:00,9221,1221,77,29.9,3.0
2023-10-08T17:10:56.083000+00:00,9221,1221,20,28.7,3.0
2023-10-08T17:10:56.458000+00:00,9221,1221,18,28.8,3.0
2023-10-08T17:10:57.786000+00:00,9221,1221,40,29.3,3.0
2023-10-08T17:20:57.076000+00:00,9221,1221,22,27.7,9.0
2023-10-08T17:22:22.700000+00:00,9221,1221,31,28.9,10.0
2023-10-08T17:23:48.121000+00:00,9221,1221,14,28.3,11.0
2023-10-08T17:23:54.543000+00:00,9221,1221,10,28.4,11.0
2023-10-08T17:25:14.557000+00:00,9221,1221,81,28.8,12.0
2023-10-08T17:25:18.417000+00:00,9221,1221,16,28.2,12.0
2023-10-08T17:26:49.963000+00:00,9221,1221,4,28.1,13.0
2023-10-08T17:27:05.025000+00:00,9221,1221,2,29.4,13.0
2023-10-08T17:27:12.353000+00:00,9221,1221,27,39.8,13.0
2023-10-08T17:28:26.290000+00:00,9221,1221,63,28.5,14.0
2023-10-08T17:32:34.037000+00:00,9221,1221,1,28.2,17.0
2023-10-08T17:33:00.662000+00:00,9221,1221,11,27.8,17.0
2023-10-08T17:34:28.254000+00:00,9221,1221,23,29.2,18.0
2023-10-08T17:34:36.411000+00:00,9221,1221,24,28.9,18.0
2023-10-08T17:39:12.642000+00:00,9221,1221,77,29.3,21.0
2023-10-08T17:39:13.751000+00:00,9221,1221,18,28.1,21.0
2023-10-08T17:39:21.751000+00:00,9221,1221,20,28.9,21.0
2023-10-08T17:39:23.220000+00:00,9221,1221,40,28.6,21.0
2023-10-08T17:40:53.328000+00:00,9221,1221,22,27.5,22.0
2023-10-08T17:44:55.122000+00:00,9221,1221,81,27.8,25.0
2023-10-08T17:45:09.310000+00:00,9221,1221,16,27.8,25.0
2023-10-08T17:45:11.872000+00:00,9221,1221,31,28.9,25.0
2023-10-08T17:46:30.731000+00:00,9221,1221,14,28.4,26.0
2023-10-08T17:46:43.605000+00:00,9221,1221,10,30.1,26.0
2023-10-08T17:46:57.605000+00:00,9221,1221,2,29.3,26.0
2023-10-08T17:47:58.011000+00:00,9221,1221,4,27.6,27.0
2023-10-08T17:48:27.557000+00:00,9221,1221,27,28.2,27.0
2023-10-08T17:54:08.632000+00:00,9221,1221,11,33.2,31.0
2023-10-08T17:54:12.475000+00:00,9221,1221,23,28.7,31.0
2023-10-08T17:55:21.678000+00:00,9221,1221,63,28.3,32.0
2023-10-08T17:57:52.582000+00:00,9221,1221,1,28.1,34.0
2023-10-08T18:00:11.003000+00:00,9221,1221,24,28.8,35.0
2023-10-08T18:06:12.311000+00:00,9221,1221,77,28.9,39.0
2023-10-08T18:06:14.858000+00:00,9221,1221,18,29.3,39.0
2023-10-08T18:06:24.030000+00:00,9221,1221,20,30.3,39.0
2023-10-08T18:06:33.967000+00:00,9221,1221,40,28.1,39.0
2023-10-08T18:06:37.186000+00:00,9221,1221,27,28.5,39.0
2023-10-08T18:07:58.372000+00:00,9221,1221,22,27.8,40.0
2023-10-08T18:11:23.901000+00:00,9221,1221,81,27.4,43.0
2023-10-08T18:11:45.667000+00:00,9221,1221,16,27.5,43.0
2023-10-08T18:11:57.229000+00:00,9221,1221,31,29.1,43.0
2023-10-08T18:12:08.745000+00:00,9221,1221,11,33.1,43.0
2023-10-08T18:12:52.322000+00:00,9221,1221,4,27.6,44.0
2023-10-08T18:13:19.666000+00:00,9221,1221,14,28.3,44.0
2023-10-08T18:13:33.337000+00:00,9221,1221,10,34.8,44.0
2023-10-08T18:13:41.931000+00:00,9221,1221,23,28.9,44.0
2023-10-08T18:21:40.394000+00:00,9221,1221,63,28.1,50.0
2023-10-08T18:22:43.206000+00:00,9221,1221,1,29.7,51.0
2023-10-08T18:25:18.126000+00:00,9221,1221,24,28.8,52.0
2023-10-22T19:19:48.306000+00:00,9213,1222,24,25.6,9.0
2023-10-22T19:21:32.851000+00:00,9213,1222,23,24.5,10.0
2023-10-22T19:21:34.633000+00:00,9213,1222,77,24.7,10.0
2023-10-22T19:21:36.539000+00:00,9213,1222,20,25.0,10.0
2023-10-22T19:23:21.350000+00:00,9213,1222,2,24.9,11.0
2023-10-22T19:31:30.278000+00:00,9213,1222,1,23.7,16.0
2023-10-22T19:33:06.808000+00:00,9213,1222,4,24.1,17.0
2023-10-22T19:33:18.589000+00:00,9213,1222,55,23.6,17.0
2023-10-22T19:33:22.870000+00:00,9213,1222,11,24.2,17.0
2023-10-22T19:33:31.073000+00:00,9213,1222,22,24.3,17.0
2023-10-22T19:35:10.384000+00:00,9213,1222,10,23.9,18.0
2023-10-22T19:37:06.772000+00:00,9213,1222,14,25.0,19.0
2023-10-22T19:37:15.772000+00:00,9213,1222,27,26.5,19.0
2023-10-22T19:38:19.318000+00:00,9213,1222,44,24.9,20.0
2023-10-22T19:38:53.458000+00:00,9213,1222,18,24.4,20.0
2023-10-22T19:40:14.316000+00:00,9213,1222,63,24.3,21.0
2023-10-22T19:42:16.017000+00:00,9213,1222,3,24.3,22.0
2023-10-22T19:43:34.656000+00:00,9213,1222,16,23.9,23.0
2023-10-22T19:51:14.054000+00:00,9213,1222,24,24.7,27.0
2023-10-22T19:52:54.896000+00:00,9213,1222,77,25.0,28.0
2023-10-22T19:54:33.519000+00:00,9213,1222,23,24.3,29.0
2023-10-22T19:54:49.581000+00:00,9213,1222,20,24.7,29.0
2023-10-22T19:59:50.420000+00:00,9213,1222,2,25.5,32.0
2023-10-22T20:02:16.870000+00:00,9213,1222,4,23.3,34.0
2023-10-22T20:02:51.557000+00:00,9213,1222,22,24.1,34.0
2023-10-22T20:03:12.572000+00:00,9213,1222,27,24.3,34.0
2023-10-22T20:03:56.681000+00:00,9213,1222,1,24.9,35.0
2023-10-22T20:04:06.900000+00:00,9213,1222,55,23.6,35.0
2023-10-22T20:07:31.958000+00:00,9213,1222,11,23.7,37.0
2023-10-22T20:07:53.521000+00:00,9213,1222,10,24.8,37.0
2023-10-22T20:09:06.800000+00:00,9213,1222,44,24.6,38.0
2023-10-22T20:11:11.814000+00:00,9213,1222,63,23.9,39.0
2023-10-22T20:13:10.359000+00:00,9213,1222,18,23.9,40.0
2023-10-22T20:16:26.105000+00:00,9213,1222,14,24.8,42.0
2023-10-22T20:25:42.017000+00:00,9213,1222,3,26.5,47.0
2023-10-22T20:36:59.521000+00:00,9213,1222,22,23.4,54.0
2023-10-29T20:17:05.197000+00:00,9181,1223,22,30.1,9.0
2023-10-29T20:19:47.351000+00:00,9181,1223,4,23.4,11.0
2023-10-29T20:30:33.105000+00:00,9181,1223,1,22.4,19.0
2023-10-29T20:33:58.070000+00:00,9181,1223,24,22.8,21.0
2023-10-29T20:35:28.068000+00:00,9181,1223,2,23.9,22.0
2023-10-29T20:36:42.817000+00:00,9181,1223,27,23.1,23.0
2023-10-29T20:36:51.911000+00:00,9181,1223,20,23.6,23.0
2023-10-29T20:37:44.379000+00:00,9181,1223,44,22.2,24.0
2023-10-29T20:39:17.908000+00:00,9181,1223,81,23.7,25.0
2023-10-29T20:40:41.625000+00:00,9181,1223,63,22.3,26.0
2023-10-29T20:42:02.155000+00:00,9181,1223,3,22.4,27.0
2023-10-29T20:43:47.122000+00:00,9181,1223,10,22.6,28.0
2023-10-29T20:45:30.292000+00:00,9181,1223,14,22.8,29.0
2023-10-29T20:46:09.495000+00:00,9181,1223,55,22.0,30.0
2023-10-29T20:46:51.072000+00:00,9181,1223,18,22.5,30.0
2023-10-29T20:47:24.415000+00:00,9181,1223,16,22.2,31.0
2023-10-29T20:48:12.289000+00:00,9181,1223,77,23.6,31.0
2023-10-29T20:50:25.006000+00:00,9181,1223,1,22.3,33.0
2023-10-29T20:51:13.692000+00:00,9181,1223,4,22.5,33.0
2023-10-29T20:51:18.942000+00:00,9181,1223,23,23.6,33.0
2023-10-29T21:13:05.935000+00:00,9181,1223,1,1209.1,34.0
2023-10-29T21:13:08.857000+00:00,9181,1223,16,1210.5,34.0
2023-10-29T21:13:12.669000+00:00,9181,1223,44,1212.9,34.0
2023-10-29T21:13:16.700000+00:00,9181,1223,55,1215.4,34.0
2023-10-29T21:13:20.325000+00:00,9181,1223,3,1217.1,34.0
2023-10-29T21:13:24.216000+00:00,9181,1223,81,1219.0,34.0
2023-10-29T21:13:29.216000+00:00,9181,1223,63,1218.2,34.0
2023-10-29T21:13:32.497000+00:00,9181,1223,22,1218.0,34.0
2023-10-29T21:13:36.153000+00:00,9181,1223,27,1219.8,34.0
2023-10-29T21:13:44.403000+00:00,9181,1223,4,1226.3,34.0
2023-10-29T21:13:46.591000+00:00,9181,1223,10,1225.6,34.0
2023-10-29T21:13:50.419000+00:00,9181,1223,23,1227.9,34.0
2023-10-29T21:13:54.997000+00:00,9181,1223,24,1229.5,34.0
2023-10-29T21:13:57.809000+00:00,9181,1223,31,1226.2,34.0
2023-10-29T21:14:01.559000+00:00,9181,1223,2,1227.7,34.0
2023-10-29T21:14:05.309000+00:00,9181,1223,77,1229.3,34.0
2023-10-29T21:14:09.043000+00:00,9181,1223,18,1229.6,34.0
2023-10-29T21:14:13.137000+00:00,9181,1223,14,1229.8,34.0
2023-11-05T17:05:38.680000+00:00,9205,1224,1,18.5,1.0
2023-11-05T17:05:41.227000+00:00,9205,1224,4,19.3,1.0
2023-11-05T17:05:43.508000+00:00,9205,1224,44,18.5,1.0
2023-11-05T17:05:45.993000+00:00,9205,1224,14,18.4,1.0
2023-11-05T17:05:47.336000+00:00,9205,1224,18,18.5,1.0
2023-11-05T17:05:51.383000+00:00,9205,1224,63,20.4,1.0
2023-11-05T17:05:53.665000+00:00,9205,1224,11,20.8,1.0
2023-11-05T17:05:56.914000+00:00,9205,1224,55,23.0,1.0
2023-11-05T17:05:58.024000+00:00,9205,1224,31,22.2,1.0
2023-11-05T17:06:00.914000+00:00,9205,1224,22,20.9,1.0
2023-11-05T17:06:01.961000+00:00,9205,1224,10,20.5,1.0
2023-11-05T17:06:02.774000+00:00,9205,1224,77,20.7,1.0
2023-11-05T17:06:07.227000+00:00,9205,1224,24,21.2,1.0
2023-11-05T17:06:14.461000+00:00,9205,1224,2,27.4,1.0
2023-11-05T17:06:23.945000+00:00,9205,1224,27,34.2,1.0
2023-11-05T17:31:06.038000+00:00,9205,1224,1,1402.6,2.0
2023-11-05T17:31:09.178000+00:00,9205,1224,4,1404.6,2.0
2023-11-05T17:31:13.288000+00:00,9205,1224,44,1406.3,2.0
2023-11-05T17:31:16.631000+00:00,9205,1224,14,1408.1,2.0
2023-11-05T17:31:20.725000+00:00,9205,1224,18,1409.9,2.0
2023-11-05T17:31:25.162000+00:00,9205,1224,63,1410.9,2.0
2023-11-05T17:31:28.194000+00:00,9205,1224,11,1411.7,2.0
2023-11-05T17:31:31.772000+00:00,9205,1224,55,1413.7,2.0
2023-11-05T17:31:34.397000+00:00,9205,1224,31,1414.7,2.0
2023-11-05T17:31:38.428000+00:00,9205,1224,22,1415.4,2.0
2023-11-05T17:31:41.475000+00:00,9205,1224,10,1416.7,2.0
2023-11-05T17:31:44.693000+00:00,9205,1224,77,1418.1,2.0
2023-11-05T17:31:49.693000+00:00,9205,1224,24,1419.9,2.0
2023-11-05T17:31:52.521000+00:00,9205,1224,2,1421.2,2.0
2023-11-05T17:31:56.006000+00:00,9205,1224,27,1421.0,2.0
2023-11-05T17:32:01.021000+00:00,9205,1224,81,1584.0,1.0
2023-11-05T17:32:05.115000+00:00,9205,1224,3,1576.7,1.0
2023-11-05T17:34:20.660000+00:00,9205,1224,81,38.4,2.0
2023-11-05T17:34:21.145000+00:00,9205,1224,3,32.7,2.0
2023-11-05T17:48:45.244000+00:00,9205,1224,31,24.0,14.0
2023-11-05T17:50:05.353000+00:00,9205,1224,24,23.9,15.0
2023-11-05T17:52:43.163000+00:00,9205,1224,2,24.3,17.0
2023-11-05T17:53:47.912000+00:00,9205,1224,44,23.5,18.0
2023-11-05T17:53:55.912000+00:00,9205,1224,77,24.0,18.0
2023-11-05T17:55:06.068000+00:00,9205,1224,63,23.7,19.0
2023-11-05T17:56:21.051000+00:00,9205,1224,11,23.1,20.0
2023-11-05T17:57:58.175000+00:00,9205,1224,27,24.4,21.0
2023-11-05T17:58:58.487000+00:00,9205,1224,18,23.5,22.0
2023-11-05T18:02:37.359000+00:00,9205,1224,14,24.2,25.0
2023-11-05T18:03:02.594000+00:00,9205,1224,81,23.5,24.0
2023-11-05T18:04:07.765000+00:00,9205,1224,55,23.5,26.0
2023-11-05T18:04:12.796000+00:00,9205,1224,10,25.2,26.0
2023-11-05T18:04:16.577000+00:00,9205,1224,22,27.1,26.0
2023-11-05T18:04:58.858000+00:00,9205,1224,1,22.9,27.0
2023-11-05T18:05:03.670000+00:00,9205,1224,4,23.8,27.0
2023-11-05T18:05:32.311000+00:00,9205,1224,3,23.9,26.0
2023-11-05T18:10:53.682000+00:00,9205,1224,31,24.4,31.0
2023-11-05T18:27:41.108000+00:00,9205,1224,2,24.1,44.0
2023-11-05T18:28:41.904000+00:00,9205,1224,63,23.9,45.0
2023-11-05T18:29:37.669000+00:00,9205,1224,11,23.5,46.0
2023-11-05T18:29:52.950000+00:00,9205,1224,44,24.0,46.0
2023-11-05T18:29:56.278000+00:00,9205,1224,10,23.5,46.0
2023-11-05T18:30:24.684000+00:00,9205,1224,27,23.8,46.0
2023-11-05T18:30:49.918000+00:00,9205,1224,14,23.8,47.0
2023-11-05T18:36:08.883000+00:00,9205,1224,55,23.7,51.0
2023-11-05T18:36:36.539000+00:00,9205,1224,31,23.5,51.0
2023-11-05T18:37:21.414000+00:00,9205,1224,18,25.2,52.0
2023-11-05T18:39:01.037000+00:00,9205,1224,81,23.3,52.0
2023-11-05T18:41:24.723000+00:00,9205,1224,22,23.4,55.0
2023-11-05T18:41:45.004000+00:00,9205,1224,1,23.3,56.0
2023-11-05T18:42:40.801000+00:00,9205,1224,3,23.5,55.0
2023-11-05T18:45:40.627000+00:00,9205,1224,4,23.6,59.0
2023-11-19T06:06:40.131000+00:00,9189,1225,11,33.5,1.0
2023-11-19T06:06:56.818000+00:00,9189,1225,14,29.3,1.0
2023-11-19T06:07:14.818000+00:00,9189,1225,77,43.9,1.0
2023-11-19T06:10:29.283000+00:00,9189,1225,18,22.2,3.0
2023-11-19T06:10:41.158000+00:00,9189,1225,55,21.2,3.0
2023-11-19T06:25:48.048000+00:00,9189,1225,22,20.6,10.0
2023-11-19T06:29:08.123000+00:00,9189,1225,27,22.1,12.0
2023-11-19T06:32:24.760000+00:00,9189,1225,20,21.6,14.0
2023-11-19T06:33:50.836000+00:00,9189,1225,63,21.2,15.0
2023-11-19T06:34:02.508000+00:00,9189,1225,2,21.3,15.0
2023-11-19T06:35:32.163000+00:00,9189,1225,1,26.6,16.0
2023-11-19T06:35:38.928000+00:00,9189,1225,23,21.2,16.0
2023-11-19T06:35:43.334000+00:00,9189,1225,81,23.2,16.0
2023-11-19T06:37:16.630000+00:00,9189,1225,10,22.2,17.0
2023-11-19T06:37:36.489000+00:00,9189,1225,3,22.2,17.0
2023-11-19T06:37:37.520000+00:00,9189,1225,44,25.0,17.0
2023-11-19T06:42:20.437000+00:00,9189,1225,31,21.7,20.0
2023-11-19T06:43:41.467000+00:00,9189,1225,16,22.5,21.0
2023-11-19T06:44:38.372000+00:00,9189,1225,22,20.8,21.0
2023-11-19T06:49:32.226000+00:00,9189,1225,77,21.5,24.0
2023-11-19T06:52:14.786000+00:00,9189,1225,11,21.5,26.0
2023-11-19T06:52:30.348000+00:00,9189,1225,1,21.3,26.0
2023-11-19T06:52:30.957000+00:00,9189,1225,18,22.5,26.0
2023-11-19T06:52:33.926000+00:00,9189,1225,63,21.9,26.0
2023-11-19T06:52:36.863000+00:00,9189,1225,55,22.6,26.0
2023-11-19T06:52:41.519000+00:00,9189,1225,14,23.2,26.0
2023-11-19T06:52:49.676000+00:00,9189,1225,24,22.1,26.0
2023-11-19T06:53:01.316000+00:00,9189,1225,20,21.8,26.0
2023-11-19T06:53:08.363000+00:00,9189,1225,27,25.4,26.0
2023-11-19T06:53:12.597000+00:00,9189,1225,44,22.5,26.0
2023-11-19T07:22:32.753000+00:00,9189,1225,81,20.5,43.0
2023-11-26T13:11:39.528000+00:00,9197,1226,20,22.7,5.0
2023-11-26T13:14:37.589000+00:00,9197,1226,3,21.6,7.0
2023-11-26T13:22:07.037000+00:00,9197,1226,14,22.4,12.0
2023-11-26T13:23:35.848000+00:00,9197,1226,81,21.6,13.0
2023-11-26T13:23:47.614000+00:00,9197,1226,27,21.8,13.0
2023-11-26T13:23:51.395000+00:00,9197,1226,24,22.8,13.0
2023-11-26T13:25:04.660000+00:00,9197,1226,63,21.6,14.0
2023-11-26T13:25:05.129000+00:00,9197,1226,4,24.0,14.0
2023-11-26T13:26:44.159000+00:00,9197,1226,44,22.1,15.0
2023-11-26T13:26:45.128000+00:00,9197,1226,31,22.1,15.0
2023-11-26T13:26:58.221000+00:00,9197,1226,2,22.1,15.0
2023-11-26T13:27:58.955000+00:00,9197,1226,1,21.6,16.0
2023-11-26T13:28:27.548000+00:00,9197,1226,23,22.1,16.0
2023-11-26T13:29:31.907000+00:00,9197,1226,16,21.9,17.0
2023-11-26T13:29:43.610000+00:00,9197,1226,11,21.4,17.0
2023-11-26T13:29:49.782000+00:00,9197,1226,10,23.0,17.0
2023-11-26T13:37:16.167000+00:00,9197,1226,22,21.4,22.0
2023-11-26T13:37:21.792000+00:00,9197,1226,18,21.8,22.0
2023-11-26T13:37:53.370000+00:00,9197,1226,20,22.1,22.0
2023-11-26T13:38:58.291000+00:00,9197,1226,55,21.2,23.0
2023-11-26T13:48:24.863000+00:00,9197,1226,77,22.6,29.0
2023-11-26T13:51:14.017000+00:00,9197,1226,3,21.7,31.0
2023-11-26T13:52:50.297000+00:00,9197,1226,10,23.4,32.0
2023-11-26T13:53:53.484000+00:00,9197,1226,4,21.4,33.0
2023-11-26T13:54:27.577000+00:00,9197,1226,27,22.0,33.0
2023-11-26T13:55:20.374000+00:00,9197,1226,63,22.0,34.0
2023-11-26T13:56:47.498000+00:00,9197,1226,16,21.2,35.0
2023-11-26T13:57:05.138000+00:00,9197,1226,44,22.0,35.0
2023-11-26T13:58:30.168000+00:00,9197,1226,81,21.1,36.0
2023-11-26T13:58:33.621000+00:00,9197,1226,14,21.8,36.0
2023-11-26T14:00:35.448000+00:00,9197,1226,24,22.3,37.0
2023-11-26T14:06:42.506000+00:00,9197,1226,2,21.8,41.0
2023-11-26T14:07:17.818000+00:00,9197,1226,11,21.2,42.0
2023-11-26T14:07:42.678000+00:00,9197,1226,18,21.6,42.0
2023-11-26T14:08:30.771000+00:00,9197,1226,1,21.2,43.0
2023-11-26T14:09:32.067000+00:00,9197,1226,23,21.9,43.0
2023-11-26T14:28:46.679000+00:00,9197,1226,55,21.5,56.0
2024-03-02T15:06:11.115000+00:00,9472,1229,27,36.6,1.0
2024-03-02T15:19:05.235000+00:00,9472,1229,24,25.2,9.0
2024-03-02T15:19:07.623000+00:00,9472,1229,18,24.4,9.0
2024-03-02T15:20:46.058000+00:00,9472,1229,31,24.8,10.0
2024-03-02T15:21:55.789000+00:00,9472,1229,2,35.7,10.0
2024-03-02T15:22:03.605000+00:00,9472,1229,63,24.7,11.0
2024-03-02T15:22:06.457000+00:00,9472,1229,16,24.0,11.0
2024-03-02T15:22:22.107000+00:00,9472,1229,20,25.9,11.0
2024-03-02T15:23:41.972000+00:00,9472,1229,11,24.5,12.0
2024-03-02T15:23:50.520000+00:00,9472,1229,81,25.4,12.0
2024-03-02T15:23:52.389000+00:00,9472,1229,44,25.0,12.0
2024-03-02T15:24:09.090000+00:00,9472,1229,10,29.9,12.0
2024-03-02T15:24:09.531000+00:00,9472,1229,77,26.4,12.0
2024-03-02T15:25:25.101000+00:00,9472,1229,4,24.2,13.0
2024-03-02T15:25:42.894000+00:00,9472,1229,3,24.9,13.0
2024-03-02T15:26:57.817000+00:00,9472,1229,55,24.4,14.0
2024-03-02T15:27:13.176000+00:00,9472,1229,22,24.7,14.0
2024-03-02T15:28:49.395000+00:00,9472,1229,14,24.7,15.0
2024-03-02T15:28:54.348000+00:00,9472,1229,23,24.6,15.0
2024-03-02T15:31:37.825000+00:00,9472,1229,1,25.0,17.0
2024-03-02T15:37:33.888000+00:00,9472,1229,27,24.7,20.0
2024-03-02T15:48:50.340000+00:00,9472,1229,18,24.5,27.0
2024-03-02T15:50:25.427000+00:00,9472,1229,24,25.0,28.0
2024-03-02T15:51:59.543000+00:00,9472,1229,2,25.0,28.0
2024-03-02T15:53:55.836000+00:00,9472,1229,31,25.1,30.0
2024-03-02T15:54:47.117000+00:00,9472,1229,63,24.8,31.0
2024-03-02T15:54:47.631000+00:00,9472,1229,77,74.7,30.0
2024-03-02T15:55:37.993000+00:00,9472,1229,10,26.4,31.0
2024-03-02T15:57:02.477000+00:00,9472,1229,20,24.4,32.0
2024-03-02T15:58:04.902000+00:00,9472,1229,4,24.7,33.0
2024-03-02T15:58:10.632000+00:00,9472,1229,44,24.0,33.0
2024-03-02T15:59:38.514000+00:00,9472,1229,16,24.1,34.0
2024-03-02T15:59:45.850000+00:00,9472,1229,81,24.8,34.0
2024-03-02T16:00:12.070000+00:00,9472,1229,22,24.3,34.0
2024-03-02T16:01:02.991000+00:00,9472,1229,55,23.8,35.0
2024-03-02T16:01:59.612000+00:00,9472,1229,3,24.8,35.0
2024-03-02T16:02:37.212000+00:00,9472,1229,11,24.5,36.0
2024-03-02T16:03:35.177000+00:00,9472,1229,23,24.6,36.0
2024-03-02T16:03:54.529000+00:00,9472,1229,1,24.2,37.0
2024-03-02T16:11:23.921000+00:00,9472,1229,14,25.1,41.0
2024-03-02T16:11:47.875000+00:00,9472,1229,2,25.3,40.0
2024-03-02T16:11:54.741000+00:00,9472,1229,27,24.3,41.0
2024-03-02T16:15:21.252000+00:00,9472,1229,10,25.2,43.0
2024-03-09T17:15:47.097000+00:00,9480,1230,1,20.6,7.0
2024-03-09T17:15:52.880000+00:00,9480,1230,11,22.1,7.0
2024-03-09T17:15:55.889000+00:00,9480,1230,16,23.4,7.0
2024-03-09T17:15:58.220000+00:00,9480,1230,81,21.4,7.0
2024-03-09T17:15:59.780000+00:00,9480,1230,14,22.1,7.0
2024-03-09T17:16:04.281000+00:00,9480,1230,63,21.0,7.0
2024-03-09T17:16:13.313000+00:00,9480,1230,22,21.6,7.0
2024-03-09T17:16:14.973000+00:00,9480,1230,38,22.4,7.0
2024-03-09T17:16:14.973000+00:00,9480,1230,20,21.4,7.0
2024-03-09T17:16:15.932000+00:00,9480,1230,23,21.7,7.0
2024-03-09T17:16:22.416000+00:00,9480,1230,31,22.5,7.0
2024-03-09T17:16:23.903000+00:00,9480,1230,77,22.7,7.0
2024-03-09T17:16:26.084000+00:00,9480,1230,2,23.6,7.0
2024-03-09T17:17:01.115000+00:00,9480,1230,3,63.3,7.0
2024-03-09T17:59:43.237000+00:00,9480,1230,27,21.0,33.0
2024-03-09T18:03:22.747000+00:00,9480,1230,77,23.2,35.0
2024-03-09T18:03:59.429000+00:00,9480,1230,44,20.1,36.0
2024-03-09T18:05:31.365000+00:00,9480,1230,4,22.2,37.0
2024-03-09T18:12:50.460000+00:00,9480,1230,24,46.3,41.0
2024-03-24T04:10:44.051000+00:00,9488,1231,3,18.2,5.0
2024-03-24T04:12:03.960000+00:00,9488,1231,23,17.7,6.0
2024-03-24T04:12:08.895000+00:00,9488,1231,24,19.0,6.0
2024-03-24T04:13:22.694000+00:00,9488,1231,44,17.5,7.0
2024-03-24T04:13:27.578000+00:00,9488,1231,20,18.3,7.0
2024-03-24T04:14:42.668000+00:00,9488,1231,63,18.0,8.0
2024-03-24T04:14:44.598000+00:00,9488,1231,18,17.9,8.0
2024-03-24T04:15:18.023000+00:00,9488,1231,77,46.9,8.0
2024-03-24T04:16:00.710000+00:00,9488,1231,16,17.4,9.0
2024-03-24T04:16:02.012000+00:00,9488,1231,81,17.5,9.0
2024-03-24T04:16:09.821000+00:00,9488,1231,22,18.5,9.0
2024-03-24T04:16:14.735000+00:00,9488,1231,31,18.2,9.0
2024-03-24T04:22:56.216000+00:00,9488,1231,4,17.7,14.0
2024-03-24T04:23:04.121000+00:00,9488,1231,11,18.1,14.0
2024-03-24T04:25:32.675000+00:00,9488,1231,55,17.5,16.0
2024-03-24T04:26:30.153000+00:00,9488,1231,31,30.6,16.0
2024-03-24T04:27:25.795000+00:00,9488,1231,14,18.1,17.0
2024-03-24T04:27:48.004000+00:00,9488,1231,27,18.3,17.0
